A,C,D,G,H,J,K,M,N,R,W,Z,a,b,fraud
1.40797503,0.626233762,-0.810680194,-1.043114533,-0.000213,0.611518191,-1.114042609,0.19116731,-0.441896916,-0.545125639,-0.214576439,0.00242717,0.03227438,0.019004189,0
2.118157404,-0.501168917,-0.486941435,-0.847176451,-0.122773494,0.766829316,-1.473886217,1.51130191,-0.488509612,1.028703508,0.388536487,0.310435823,-0.007229267,-0.039016283,0
2.059189602,-0.774727774,-1.569024812,-1.186382937,-0.093579326,1.649593809,0.553267257,1.140083031,-0.478614809,0.454609179,0.118730384,-0.183024821,0.011611001,-0.039803574,0
-2.448951061,-1.579595189,1.104969948,-0.356758689,1.206057174,0.569147703,-0.974156487,0.091748369,1.360698868,-0.037663518,-0.054341391,-0.448727045,-0.035843829,-0.096592915,0
-0.623771704,1.148492041,0.667431194,0.526093348,0.083556592,-0.313340557,-1.156084988,0.64515455,-0.156141058,-0.30892673,-0.125853552,0.330698273,-0.282266367,-0.161554792,0
1.862358051,-1.036776506,3.527261827,-0.010308548,0.155629941,1.648166722,-0.274327895,-0.888899143,0.510573955,0.622441853,-0.068414686,0.222650167,-0.055847979,-0.056453738,0
-0.85216662,-2.758496665,3.276177814,2.317365663,-0.263919297,-2.345077542,3.123963871,-0.125985926,-7.737548009,3.388730448,-0.587916191,0.024387538,0.254203184,0.350210641,0
0.743009836,-0.592443549,-0.136669036,-0.489123014,-0.426213967,-0.270679279,0.927486105,-0.345980526,-1.549900292,-0.610513305,-0.660013217,-0.274492409,0.175292326,-0.006923273,1
0.348121955,-5.749049983,5.995756015,-0.965098286,0.171725655,-5.128237178,4.566431069,-0.726174703,-9.057303866,0.683385498,-0.488346035,0.543556268,0.53398223,0.390810128,1
1.281455556,0.070971644,-0.597933436,-0.298878769,-0.134739859,0.898585434,1.140996967,-1.3167967,0.747491282,1.335323187,0.045536762,0.980698766,-0.096701953,-0.003051677,0
2.148201025,-0.781040215,-0.315907715,-0.593444667,-0.252055454,0.877155658,-1.11963905,0.157554643,-0.040774525,1.054118593,0.215064992,0.688255452,-0.037387131,-0.05606337,0
-0.745789261,2.225766677,0.349460828,-0.059691267,0.354241355,0.582688857,0.737405414,-0.863677071,-0.019761182,1.845174112,0.076559218,-0.328524289,0.117363024,0.120131425,0
-0.569458814,2.007415405,-1.590361608,-0.69768929,-0.005533372,-1.190053651,-0.801158813,-0.317351604,-0.454950171,0.875410945,-0.000220366,-0.083544688,0.068478328,-0.007934077,0
-0.090743404,-1.150574219,1.225887011,1.764999802,-0.310873747,-0.876506291,-0.760542423,0.730038316,-1.218254042,0.352615127,0.070077704,-0.407182628,0.069491109,0.114389495,0
2.015222583,-2.230645759,-1.889901273,-1.153556673,0.851345285,0.702085799,0.136544167,0.049450098,-0.037922306,-2.039464629,0.450153657,-0.663274765,-0.003378766,-0.037163875,0
-0.595875529,1.650803887,-2.619400079,-0.230436109,0.128748581,0.592569,-1.423482373,-0.34348666,-0.411630683,0.350863066,-0.251703212,-0.020663605,0.043780687,0.055128418,0
1.942035219,-1.292861002,1.269389411,0.100139337,-0.154265846,0.237147505,-1.161873626,-0.282125789,0.311243224,0.051090579,-0.079396625,-0.341244092,0.003611852,-0.040233269,0
-9.210482738,-9.59573825,4.38612677,-9.501685792,5.802315973,-10.1767787,4.978583844,0.848852394,-9.378838669,-5.22138423,-0.165551914,-0.040747863,-0.555814608,-0.384177958,1
1.102138787,-0.549774177,-0.859039596,-1.120778698,1.032124763,-0.430923986,-0.568511722,-0.070927947,-0.392223416,-0.175172576,-0.030373798,0.948756256,-0.047562475,0.022382928,0
1.640404053,-2.6780636,0.418504967,0.078080429,0.349647779,-1.047587993,1.28924917,-0.499296167,-1.665616058,-0.137391539,-0.0284859,-0.226439269,0.028491747,-0.00631677,0
-0.945656104,-1.314159601,2.759062114,3.94973018,-1.13265846,1.052395009,0.737305151,-0.635837253,-0.757808113,0.495090373,0.890724047,-0.320170713,-0.272092836,-0.7789699,1
0.567317592,-5.959553178,6.454892079,-1.835600349,0.492961679,-4.338720298,3.266311038,-1.919947866,-9.892583838,-0.320953874,-0.049543693,0.299993105,0.619920301,0.326231203,1
1.158164507,0.385827911,1.227110701,0.230976121,-0.231229401,0.015655022,-0.19532053,-0.607429893,0.526295267,-0.18374906,-0.080628424,-0.350244585,0.004409633,0.028142597,0
-0.362720348,2.235069815,-2.197649596,-1.132458943,0.306352477,1.06288716,0.194101437,0.605240794,-0.692858913,1.687088651,-0.161394565,-0.05482635,0.158106335,0.123468407,0
-0.733052558,-5.140316594,3.802763617,-1.889097319,0.646581235,-4.809316439,3.147713108,-1.482871032,-9.458822995,0.572244946,0.252726472,-0.251024079,0.231096385,-0.080105155,1
-1.772666128,-2.010026468,0.149475581,0.154710612,-0.342654155,-2.484543071,1.817357683,-0.967672547,-3.587604579,-1.792492727,0.171592337,-0.961155452,-0.475681256,0.239363154,1
-3.126824309,0.084269049,-2.6092571,1.473326878,0.566893271,-2.799216385,0.725886534,-0.907622315,0.474779192,-0.393933413,1.761346935,-1.052916873,-0.177609885,0.130687815,0
-0.410545391,-1.308949296,0.132248806,1.148802964,-0.58005052,0.128993988,-1.221882522,1.950044845,-0.104656776,0.884919744,-0.982610105,1.035578613,-0.243637765,0.161706083,0
1.215949051,0.513900419,1.118992037,0.041933477,-0.110024585,0.010178418,-0.515725038,-1.093384862,0.566729765,-0.194431609,0.110087844,-0.626917327,0.015910735,0.028324967,0
1.231212485,0.113838068,0.566357145,-0.024407931,-0.017603115,-0.314754218,-0.243244758,-0.179092766,-0.190614034,-0.574899573,0.116606397,0.147549106,-0.010674671,0.023423825,0
-0.290181288,-0.602740543,-0.289278078,1.350247868,-0.631950952,-0.06602367,-0.349893572,0.953151075,-1.40041795,0.560345725,-0.206291388,-0.182598549,0.064886638,0.079034003,0
-0.434123687,1.487326547,0.136914397,0.718462088,-0.003713402,-0.581490041,0.580301033,0.562580028,-0.478962511,-0.825738028,0.094977316,0.066443706,0.263345872,0.102071305,0
1.229833796,0.172032113,0.509376262,-0.063610218,0.000858441,-0.095493789,1.226724338,-0.458755076,0.021079474,0.384699165,0.081398491,0.099176514,-0.032228751,0.016460075,0
-1.085263701,1.438666412,-1.570175255,-0.048639381,0.006299842,-0.728568268,-0.517975202,-0.918901009,-0.317852407,-0.147795864,-0.185755813,0.171848767,-0.268229179,0.265005004,0
-1.851906438,0.571397982,0.945790504,-0.463623078,0.833057757,0.043003101,0.129311219,-0.990795378,0.706540221,0.472510534,0.005007127,-0.600803808,-0.914295317,0.133987265,0
2.085174876,-4.508200532,-0.311770683,0.220468581,0.543376801,-1.0186222,0.807038107,-0.531418652,-2.181448825,0.405548674,-0.036584283,0.735869652,-0.058232768,-0.02665762,0
0.990346211,0.729481078,1.44768009,-0.170266996,0.144133009,0.07342928,0.852394207,-1.95714174,0.513827012,0.105774227,0.013898968,-0.560675307,0.009711139,0.02888575,0
-0.423973843,0.019750977,-1.119930024,1.246612229,-0.395754687,1.09698541,0.42893686,0.08077655,-0.373884522,-0.216673061,-0.075804881,0.127766532,0.233950638,-0.185903392,0
1.033501947,0.643197852,0.625895705,-0.50227252,-0.090394937,0.608271174,-1.132405406,1.029581919,-0.384182544,1.48721464,-0.235921191,-0.218598899,0.053695543,0.058049365,0
-2.011930177,1.171588594,1.054523158,-0.041374017,0.568232746,-0.364645902,-1.145706271,0.108875474,0.265457119,0.279430098,0.477805184,-0.35514267,0.206197537,-0.018338332,0
-0.551570073,1.3707381,-1.943158471,0.246252012,-0.128530145,0.627357539,1.128683549,-1.396892558,0.164574443,1.049104003,0.139481631,0.566828614,-0.334914001,-0.02850889,0
1.178731423,0.64833131,-0.165576048,-0.478785114,0.187545028,-0.047322711,1.633013835,-1.431364793,0.650131585,-0.264067952,0.155072577,0.908600238,-0.067412197,-0.00483927,0
-2.293665688,0.159809557,-0.897936248,-2.941889596,-5.143268735,-1.828889472,-1.022608472,-1.619228701,0.072541944,-0.280968831,-2.580466741,0.128327652,0.140324274,0.267875744,0
1.883739011,-1.892873393,0.383044988,0.216244368,-0.23655319,-0.899046802,-0.585812041,0.513876523,-1.57074861,0.05859016,0.115923901,-0.123046286,-0.0239058,-0.00035064,0
2.027543234,-3.856233183,-0.625751541,0.184055986,0.526572183,-0.254608572,0.474382193,-0.319645576,-0.241216833,-0.273896056,0.025680891,0.632621962,-0.089321395,-0.054682671,0
1.154496171,-0.012964437,0.875481514,0.208373815,-0.09004328,0.143688209,0.796211667,0.658026502,0.433187375,0.502432781,-0.247503901,-0.31057472,0.003678843,0.01317027,0
0.354457277,-1.670025896,-0.16853344,-2.114829176,-2.695166404,0.132762403,1.286857754,-0.560963065,-1.752555537,0.322828694,0.418761028,0.106745264,0.246288704,0.004991779,1
-0.300372157,1.091909078,-1.897962866,0.301366918,0.018828075,0.052701759,0.297974083,0.467445399,-0.382956867,-0.873250982,-0.183129484,-0.445574183,0.114287092,0.127255264,0
1.193450275,0.136534935,0.461745589,-0.183495499,0.171575852,-0.121804097,1.354219823,-1.026882117,0.157559324,0.002313443,0.120715188,0.131123156,-0.018627254,0.011225109,0
1.320528087,0.174214302,-0.17141195,-0.250879051,-0.106012645,-0.38378195,1.652991823,1.590349907,1.859221668,0.565339236,-0.05319675,0.956847003,-0.116416551,-0.022165886,0
0.404837831,-3.632001156,1.87232627,-3.318207167,-0.021185326,-3.103061063,4.123293366,0.892859072,-2.884294695,-0.480277104,-3.570766868,-0.561954989,0.550306758,0.30374299,1
-1.880722253,-5.197732855,2.149401472,-2.808267386,-0.785957273,-4.995988291,4.259302281,1.123308715,-2.982647512,-0.690431483,-0.140010075,-0.212854198,0.209162622,-0.02525998,1
1.272587763,-0.937488829,-2.376308846,-1.636440741,0.817308949,1.417831265,-0.276105549,0.628001926,-0.336190495,0.774387814,-0.165205258,-0.103819818,0.027103189,0.046020217,0
1.296588059,-0.151229824,0.30169635,-0.017214054,-0.003309947,-0.121906265,0.648176249,0.691555988,-0.229695554,0.533657851,-0.031737298,0.148848719,-0.025969925,0.009337092,0
-1.580015994,1.925548111,0.355072337,0.290754067,0.724950545,-1.012649705,0.49852998,-0.393630976,0.382179828,0.796867085,0.070012437,-0.715721925,-0.0752236,-0.02830994,0
-1.205421955,-1.690040768,1.484170574,-1.840822203,0.845929088,-3.904237909,2.400290261,-0.147039286,-4.292451852,-2.454511859,-0.014053786,0.303559158,0.460527071,0.247645241,1
-7.139060068,-6.757845069,4.446455974,-6.485365409,3.409394799,-6.260705515,2.394167666,0.602850521,-5.606346429,-4.693977736,-0.876669888,-0.614606037,-0.766848112,0.409423944,1
-0.833826463,-0.828576327,-0.7256561,0.235759611,0.725514672,-0.554787375,-1.760240632,0.33835351,0.621566841,-0.560968609,0.093030467,0.195875263,0.111508107,0.015706577,0
1.173936248,0.241780039,-0.247473322,-0.247916217,0.018981211,-0.059122616,0.612649928,1.38100821,0.006557947,0.327292805,-0.073336977,0.833047301,-0.073024353,0.006655761,0
-1.094941315,-3.554131765,0.75813924,2.446792651,0.460871174,0.229137021,0.109596708,-1.951962435,1.817043699,-0.451419759,0.335260019,-0.301175715,0.319820016,-0.300872037,0
1.303975228,-0.721635072,-0.854540564,-1.015052766,0.794229927,-0.46092928,0.877475032,1.798378725,1.604896944,0.593591444,-0.050668753,1.046265681,-0.086558818,-0.00098323,0
-0.831642472,-1.010691226,-2.108340542,0.340942818,0.336307316,-1.23192374,-2.023424706,-1.100688929,0.087622457,-0.322351736,0.378960187,0.568452809,0.283472398,0.242726236,0
0.630578744,-5.066282718,2.179902515,-3.490349858,1.094734292,-5.179934714,2.8670285,-1.277151422,-6.989272314,-3.990514928,0.102711029,-0.163009126,0.85379184,0.356503102,1
1.766922293,-1.441303588,0.615478693,-0.054988706,-0.025054724,-0.324860411,1.361639601,0.452286943,-1.01803394,0.526098148,0.140701445,0.156784039,-0.045889155,-0.009489906,0
0.097844313,-0.27800927,-1.013150264,0.811127027,0.083113197,-0.210604304,-0.618780374,-0.815666179,0.421942969,0.313288026,-0.101634676,0.208966801,0.23537892,0.071216798,0
-0.282147721,1.295906105,0.978767881,0.72842229,-0.223957809,-0.139870191,-0.424156455,1.308345399,0.143605706,-0.568110559,-0.238288131,0.773708237,0.04639625,0.072522269,0
-4.097666688,-4.936984457,5.484948236,-6.700382334,3.038852186,-6.862075604,3.429267133,1.64550006,-7.835744,-4.966431273,-0.078591888,0.26738727,0.54549838,0.477882672,1
-2.056989929,-5.713979467,5.105195799,-1.972709553,-0.066291412,-2.055916993,2.78390747,-0.501478089,-9.401717511,-0.440518584,0.187602801,-0.005056713,-1.652395301,0.28627031,1
1.237496664,0.023108816,1.206562445,0.268174928,-0.215653498,-0.118103403,2.06286224,0.263679284,2.451206039,0.557036977,-0.130231593,-0.347963805,-0.046791335,-0.008526335,0
0.176922757,-1.983164754,0.393967745,1.078093354,0.266253815,-0.663646224,0.7154373,-1.823151164,0.292317307,0.906862433,-0.034682859,-0.626000224,-0.090430196,-0.039423168,0
0.22547123,-2.195331878,1.655421852,0.758221386,0.362850455,-1.379629414,2.747237011,0.180598989,-3.050272674,1.513872719,0.380865292,-0.403243139,0.117197261,-0.051389273,0
0.520400871,1.156882671,3.093066036,-0.295623731,0.258500926,0.202181635,-1.102124675,0.088260065,-0.667399257,-0.722903327,-0.352086409,0.211664449,0.012622607,0.073520663,0
-1.720490739,-2.361210095,2.613811224,-0.405079549,0.74065853,-4.576716735,3.10375697,0.787295926,-5.282742137,-0.923212906,1.311742016,-0.127290868,0.328801478,0.260435063,1
-1.548791229,0.815082034,-0.405685644,2.485879117,-1.339331398,-0.181819582,0.083226035,0.667332135,1.415613653,-0.156022383,-0.692182374,-0.634883806,-1.128774736,-0.411540629,0
-1.459089898,0.95171818,-1.477403655,0.393204962,0.088199309,0.915628778,-0.575868246,-1.316449311,-0.171076768,-0.289483011,0.04711594,0.749786058,0.69079653,0.364804758,0
-0.10951686,-3.604308743,0.036521585,2.04533969,0.029020213,-1.248007615,0.775454004,-0.63089318,-0.905365422,1.619400353,0.332890771,-0.424558775,0.428289456,0.396447279,0
-0.691452248,0.914798058,-0.090733732,0.340870015,-0.799009492,-0.296979356,-0.867930026,-0.83888267,-0.2664335,0.169320322,0.07829943,0.103668052,0.144222719,0.091453204,0
1.54044516,-3.198655463,-0.4245764,0.938336284,-0.558796563,1.053985765,-0.331101074,-0.508248603,1.049188073,1.58551204,-0.560170202,1.024556969,-0.204091492,-0.046899448,0
1.950394791,-1.867456407,1.290962858,0.638573388,-0.317767971,0.232678949,-1.136039273,-0.39514676,0.559414719,-0.549281872,-0.024168231,-0.520457135,-0.030553215,-0.04788879,0
-2.346315283,-6.730079298,5.38328065,-3.430750719,1.788954301,-7.213793993,6.858623271,-0.060173867,-9.889747299,-0.136570615,-0.292370309,0.391818549,0.414513758,0.28018815,1
-0.692147163,2.614045117,3.583227448,-1.056056455,0.997478941,0.256629011,-0.952044353,0.559396199,-0.929399583,-0.660410753,0.123010102,0.278769705,0.351024954,0.094207545,0
-2.593189929,-0.101475141,2.356595308,-1.399554861,2.591943487,0.884820349,1.193582402,-0.699094467,1.810465529,-1.22176052,0.334144985,0.11846334,0.261767444,0.093348706,0
-0.744152402,0.627062289,-0.856122706,0.604598479,0.077650483,-0.564538377,1.601146429,0.043703456,1.889822591,-0.935195381,-0.114719589,0.189872651,-0.332477352,-0.082785743,0
2.134054806,-1.462354664,-1.065848848,-0.368770623,-0.288311341,1.008104069,0.755500102,0.872007413,0.046330213,-0.682752139,-0.128372161,0.07888125,-0.043457534,-0.070923297,0
0.352121422,-0.483546934,1.445792384,0.740846095,-0.257631139,-0.151405564,-1.208955632,-0.008667266,0.443913995,0.337402656,-0.638867251,-0.279428634,-0.076606236,0.097652581,0
1.186970892,1.120375637,-0.517714519,-1.488270397,0.358360411,0.474863694,-0.050662411,-0.082758845,-0.981362735,-0.451302156,-0.256665485,-0.04544333,0.055785057,0.022406944,0
-0.889679688,2.856122177,3.123871714,-0.320770247,0.783447124,0.45812934,-0.037756596,-1.160732618,-0.571867691,-0.081797785,-0.056456073,0.276283749,0.370289653,0.146284729,0
1.983480436,-0.2207634,0.53242559,-0.616654608,-0.05380435,-0.157611224,-1.011252595,-0.074456103,-0.161323073,0.214510004,0.126948699,-0.214611459,0.041494006,-0.037419465,0
1.922606297,-1.786711669,1.209611893,0.454079344,-0.121321545,0.436529282,0.533797284,-1.48896857,0.957102732,0.012949508,0.006476665,-0.542757266,-0.037957239,-0.061010644,0
-4.412267571,-7.415078904,6.340860446,-10.2710273,3.136061324,-11.88407835,7.605294244,0.290163512,-15.17604883,-8.584016768,-0.043937494,0.202213306,1.962506021,0.673997575,1
-0.874285643,1.251458843,0.917528238,0.502177311,0.301541075,-0.374938713,-1.133178335,1.182822534,-0.35883757,-0.770594726,-0.018184825,0.72189175,-0.149029632,0.091290712,0
1.332273248,-0.323700261,-0.85007146,-0.149917977,-0.202592415,0.827990067,0.607342964,1.134667946,0.237076118,1.394705006,-0.120257973,1.036316411,-0.085391521,-0.00666378,0
1.395022938,0.6018814,-0.670473891,-0.448418245,-0.273412556,0.561836111,0.050242179,1.589064619,-0.443454028,-1.757688219,0.11238182,-0.485559344,0.018665134,0.026834576,0
-1.121353788,0.374229027,0.664104264,1.936865083,-0.301440086,-0.151251596,0.865883064,-1.204137915,1.107291758,0.362161992,-0.138050568,-0.230531372,-0.014929989,-0.044143872,0
-1.405721532,-6.27456055,4.506139641,-2.400762807,1.062978853,-4.458038121,2.550114324,-1.277713637,-7.2710603,-0.337805761,-0.047290526,-0.068661521,0.640433053,0.46907578,1
-0.957481962,2.6738046,-0.234030932,-0.290608332,0.28090626,-0.715446564,-0.171576166,0.395447946,-0.287541269,0.107822489,-0.005445165,1.304637668,0.006171244,0.085727113,0
1.790122663,-1.407382182,-0.100496932,-0.264393916,0.340203741,-0.189151879,0.739739624,-0.564679386,0.4427838,-1.230106508,0.157158489,0.017920536,0.005489548,-0.072756307,0
-0.378405364,1.533254811,0.178848717,0.793460286,-0.159300099,-0.540688458,0.417516465,0.921879239,-0.575876405,-0.421726489,0.043765137,0.035823587,0.251703175,0.105672418,0
1.126501838,0.49122093,1.12648455,-0.035705641,0.068393292,0.18623359,1.695402277,-0.025489138,0.550843613,-0.097720007,-0.070909884,-0.282048955,0.030936498,0.011398697,0
1.956115657,-3.104566221,0.281176538,0.052094324,0.664163475,0.265809874,-0.254317121,-0.398032841,0.730330269,-0.687315904,-0.00051564,-0.47556077,-0.005209934,-0.061878527,0
1.33453809,0.739256727,-1.348595199,-1.175752445,0.006413115,1.58866935,1.265421136,-0.684668314,0.060853114,0.492303366,0.155647213,-0.442811601,0.021507803,0.029305301,0
-1.68216925,1.287377025,-1.00004687,0.321687168,0.254967473,0.140253361,-0.976074689,-1.337107182,-0.738005967,-0.920265187,0.35668385,0.703220608,0.57619891,0.599467638,0
1.233360952,0.537004686,0.840158891,-0.022445124,-0.13571933,-0.193240124,-0.662510754,-0.038409298,-0.069374011,-0.713924305,0.013881069,0.268815512,-0.022236095,0.012854808,0
-0.541542734,-1.317792414,0.91414483,1.079809911,0.441074034,-0.683962045,0.312592886,-1.286613282,-0.337123681,1.153473654,-0.173800425,-0.393216015,0.300986063,0.207421429,0
-1.198176125,1.18100884,0.047835618,1.163082172,-0.25669402,-0.147685553,1.50094525,0.308093459,0.354134134,0.076639247,0.181721024,0.286085303,-0.157004995,0.12155602,0
-0.726674061,1.985027281,2.824287486,0.308162887,0.142071442,1.061112537,-0.146957163,-0.717428223,0.289925509,-0.327595813,0.033837168,0.061312929,0.181067045,0.213390241,0
-0.553652455,1.807218906,0.610015982,-5.118945711,-1.345114734,0.887338752,0.82149813,1.161690519,0.33180544,0.379028375,-6.798137308,0.404022923,0.560833468,0.423084883,0
1.463348056,0.463038607,-1.486765403,-1.161418743,0.003579237,1.371062238,-0.69537465,0.342801635,-0.327147247,-0.336102417,0.136167109,-0.349969884,0.054268602,0.023505919,0
1.980667833,-1.367864172,0.252850198,0.094909084,-0.115621147,0.220743317,0.389258472,-0.574227276,0.537986435,-0.253761023,0.196273056,0.290360058,-0.084392504,-0.074451581,0
-5.047623024,-5.589052649,4.214867328,-5.215322582,0.882839555,-6.498132679,4.342656617,0.424171598,-8.828437253,-2.868701695,-0.050796084,0.565742154,1.115951192,-0.232655378,1
-1.301396387,2.416161459,-0.037915817,-0.461525816,0.948116802,-0.884456166,0.707359557,-0.226529382,0.277292016,0.924427,-0.326591464,-0.28780941,-0.023823462,-0.012078135,0
1.307881127,-0.198561293,-1.048049043,-0.497551608,0.013699691,0.764740533,-0.190511439,1.102361159,0.058518822,1.681885958,-0.010495105,0.756051365,-0.066808958,0.004473574,0
-0.560181889,0.402331509,-0.102017611,-2.307886612,-5.200440543,-2.194872988,-0.524077274,2.102322159,2.081517403,0.3084259,0.105850701,-0.481663584,0.07591866,0.276743685,0
2.035047606,-1.170849189,0.209959631,0.097632874,-0.172835544,0.21785393,0.810160085,0.595628651,0.345865644,-0.425151616,0.287578309,0.202139897,-0.068034109,-0.072885154,0
-4.472973597,1.208140003,0.78414699,0.699889863,0.182410172,0.113636304,1.316648685,-0.423965179,-0.367380168,-0.18581204,-0.539967963,-0.409523728,-1.165013306,-0.270929563,0
1.900509125,-1.579658782,1.3283636,0.59910408,-0.289806877,0.407110644,0.805909046,-0.334633292,0.740652072,-0.186859511,-0.040288083,-0.516610485,-0.025986998,-0.064150268,0
0.40526632,-6.223331104,4.924160333,-0.302839015,0.022417906,-3.847044116,3.795739767,-0.073038879,-8.496430775,0.60621447,-0.532138688,-0.050250696,0.399284741,0.359841853,1
1.211859899,-0.008496853,1.135908084,0.464912615,-0.224755067,0.007925667,0.111903171,-0.310399212,0.657359637,-0.897575391,-0.07217092,-0.286105097,0.007591798,0.010254717,0
-0.276848819,-0.388920412,0.04429905,0.385082294,0.633375357,-0.51129713,0.278248998,-0.1313213,-1.1338842,1.190098373,-0.36958828,-0.219407974,-0.022417257,-0.080666812,0
0.425636514,-0.034066958,1.344395747,0.667817903,-0.05254076,-0.032653478,1.711984187,0.326580124,0.690610626,-0.628016078,-0.089522639,-0.865521349,-0.044493106,0.08174944,0
-1.105079899,-1.147193835,-0.289846958,0.061591201,1.073447042,-1.098197088,-0.112074073,-0.99782162,-0.462258549,1.266624557,-0.237597988,0.387941001,-0.026792366,0.087289539,0
0.782917226,0.732519649,0.255485865,-0.610251621,0.222241059,-0.147284515,0.562019615,-1.430944771,0.190827479,0.726566879,-0.254082493,1.093571291,-0.091274958,0.03626297,0
2.04413823,-1.157685282,0.215800114,0.136338945,-0.219556578,0.215947014,0.828776295,0.956352719,0.269334602,-0.383167607,0.277918909,0.195291791,-0.068796256,-0.071517608,0
-0.322786114,-3.92018169,4.359741444,-1.502067273,-2.271345607,-3.231444057,2.44209978,-2.409723075,-6.012657781,0.991534625,-0.642785227,0.140036166,0.232505957,0.293160348,1
-0.923079627,0.883530957,3.09112349,-1.415095206,-2.839782452,0.857469051,0.260305721,0.09620413,2.029532619,0.660216206,-1.248798735,0.384080861,0.152409207,0.1634752,0
-1.435167366,-4.339680145,2.666234092,-3.38954367,1.455750886,-6.093608803,5.506401032,1.323483512,-6.758843077,-0.40628444,-0.057063115,0.328991008,0.285832453,0.133779999,1
-0.6146063,1.212747665,-0.334787484,0.609001164,0.050210418,-0.051221858,0.713141401,0.945964364,0.081824934,0.305259597,-0.029355846,0.094153127,0.146518307,0.088401163,0
1.66013755,-1.284074797,0.740658753,0.039314053,-0.031888326,-0.385346903,-1.842725509,-1.3497404,-0.009336916,-0.638200041,0.08543568,-0.534738807,-0.032277373,-0.015834669,0
1.121294838,0.504115656,1.325922511,-0.0917259,0.16398404,0.069573578,1.214410008,-1.010790093,0.423737448,-0.457569706,-0.033683374,-0.339533191,0.032766473,0.005006941,0
-0.215038353,0.06570142,-0.825617213,0.669610018,-0.849515991,-0.187264141,0.507986675,0.517291091,0.203409152,-0.179316152,0.113182086,0.149570679,0.283204526,0.091397305,0
-0.489261644,-0.111778346,-2.450524368,0.227183251,-0.010585759,0.377163071,0.427118473,0.281520769,-0.001483108,-0.511389918,-0.108368308,-0.164220195,0.374731901,0.26694551,0
-0.89174738,1.267978913,-0.092807184,0.159561115,0.64100052,-0.410628926,1.535988021,-0.155630972,0.72042096,-0.317400042,0.089694843,0.073023933,0.151061323,0.039990268,0
0.873854442,0.031686857,-0.352174912,-0.064969658,-0.267845009,0.574896845,-0.627309176,-0.661763665,0.394137973,0.871074233,-0.035035894,0.790731224,-0.118125433,0.055405932,0
1.127620559,0.597477893,0.894770277,-0.148745758,0.045585801,-0.211654192,-0.356355789,-1.321494227,0.223802333,-1.116436116,0.080438656,0.280252077,-0.017029708,0.013640484,0
-6.130029503,-3.610965522,-1.0962052,-0.205611856,0.863430791,2.659079794,0.246946493,-0.073012038,-0.869897945,1.020224199,0.141040528,0.543943147,-1.960109165,0.861244344,0
-1.437359247,-1.325432958,2.918380742,0.844111851,-0.422943768,-1.751128625,2.049664039,0.375797674,-2.598428884,-1.230564459,-0.030340468,-0.271043869,0.027428409,-0.079633367,1
-0.138675147,-2.244005809,-1.032551467,0.975289548,0.643952169,-1.64570451,0.6919511,0.871308632,0.5317839,0.278649934,-0.109161198,-0.91988078,0.238712378,0.274016746,0
-0.344121105,2.118552677,-2.175049165,-0.957057529,0.358311851,0.64763975,-2.090859873,0.403767298,-1.081889008,0.260757757,-0.364209784,-0.044473554,0.13268278,0.061535395,0
-1.104972809,-0.040583728,-1.936418569,-0.09887873,-0.206522362,0.514760465,1.253622672,0.180843412,-2.355947371,0.0557112,-0.023087796,-0.387758192,-1.009102187,0.352611981,0
0.089497873,-0.455223189,5.37625067,0.201478348,0.078159881,-0.069492593,0.208912663,0.67591926,-4.709822813,1.469036189,-0.173584928,0.471508721,-0.155105992,0.061632059,1
-2.555034229,-1.922242092,3.692040475,-2.091148819,0.646526454,-3.446840173,4.417267146,-0.952441035,-5.639819598,-2.762884129,0.642607087,0.081417333,0.836044277,-0.351782306,1
0.055594176,-1.246140924,-0.146189025,0.793134523,0.204212772,-1.08417849,0.915004529,0.75262566,-0.588183782,1.295267105,0.023230023,-0.154433482,-0.092913181,-0.050764128,0
-0.026541481,-2.666928898,3.63113555,-1.860855892,0.637935715,-3.146603404,3.460687324,-0.857837638,-5.459611738,-0.637978992,-0.015963111,-0.015955722,0.525668701,0.302850953,1
2.090780793,-1.445878882,-0.72213591,-0.164176423,-0.101099996,-0.169592389,0.465280875,0.856215098,-0.03513681,-0.070962353,0.031928844,0.972744428,-0.09022404,-0.081239058,0
-5.582472067,-1.877004443,-0.263438232,-4.334537545,-16.44676754,1.166805097,0.031769901,2.127908275,2.214672772,-0.008019485,0.313043858,-0.563157793,0.554488118,0.109420767,0
-26.45774465,-30.17731746,8.904156771,-31.19732855,-11.43892041,-22.18708856,4.419996602,-0.703795804,-3.926207316,-5.501050784,0.896537504,-0.966564234,-7.263482146,-1.324884307,1
-0.098331066,-4.92408177,0.976678871,-0.814824294,0.442730965,-3.631098404,1.094229636,-0.407691296,-4.23729164,-0.433221813,-0.3396991,-0.083068802,0.127484194,0.10132282,1
-0.393557001,-7.500263145,7.641040052,-2.85293636,0.9480621,-6.101735758,4.526042877,-0.247491086,-13.15129029,-0.200793083,-0.092532816,0.496390473,0.823353145,0.37482241,1
-0.078977136,-3.726199647,6.030946267,-1.798198351,-2.620912167,-2.274227264,1.515110269,0.186932019,-4.694291437,-1.047088513,-0.34783218,0.822596466,0.667441513,0.594257739,1
-1.321085999,-1.804922507,-1.135240444,1.467737308,-0.073895252,-1.85180348,0.429816978,0.050151139,-2.739575129,-0.952825638,-0.634530633,0.430953392,-0.483764106,-0.463300221,0
